,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
3671,SUN-2830884,24-07-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
3672,SUN-2781722,26-06-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Dine in
3673,SUN-7692837,22-12-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Dine in
3674,SUN-3966575,27-11-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Online Order
3675,SUN-9123441,02-09-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Cash,Dine in
3676,SUN-8229279,01-09-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Online Order
3677,SUN-5299882,21-05-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Take Away
3678,SUN-4890746,27-11-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Cash,Dine in
3679,SUN-2261903,02-10-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Online Order
3680,SUN-5272685,25-03-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Take Away
3681,SUN-7286403,12-03-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
3682,SUN-4208194,21-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Cash,Dine in
3683,SUN-9075269,07-02-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Cash,Take Away
3684,SUN-1411292,01-09-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Take Away
3685,SUN-1363313,15-01-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
3686,SUN-6539580,04-06-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Take Away
3687,SUN-6659634,01-09-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Online Order
3688,SUN-9809226,27-08-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Online Order
3689,SUN-4590717,29-08-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Dine in
3690,SUN-5385892,18-01-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Cash,Take Away
3691,SUN-1656024,02-09-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Take Away
3692,SUN-7913319,08-10-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Take Away
3693,SUN-7248746,03-09-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine in
3694,SUN-7652618,08-08-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Online Order
3695,SUN-9656816,01-08-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
3696,SUN-5873370,24-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Take Away
3697,SUN-3368567,10-12-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Take Away
3698,SUN-9253958,15-06-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Online Order
3699,SUN-5578989,17-06-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Digital Wallet,Online Order
3700,SUN-4909178,12-08-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Take Away
3701,SUN-4151400,15-02-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Dine in
3702,SUN-6399729,13-10-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Take Away
3703,SUN-9140740,02-04-2023,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Take Away
3704,SUN-7134839,03-05-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Take Away
3705,SUN-8229495,30-05-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Cash,Online Order
3706,SUN-1548026,29-11-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Take Away
3707,SUN-1918099,12-08-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Dine in
3708,SUN-7828842,12-02-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
3709,SUN-9203624,11-05-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Cash,Take Away
3710,SUN-3899251,24-05-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Take Away
3711,SUN-8658997,09-06-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Take Away
3712,SUN-1593973,31-03-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Dine in
3713,SUN-1893325,18-04-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine in
3714,SUN-4765346,05-07-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Take Away
3715,SUN-9622891,23-09-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
3716,SUN-5363535,04-08-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Dine in
3717,SUN-9503693,05-11-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine in
3718,SUN-7366229,14-07-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
3719,SUN-3531195,04-05-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Online Order
3720,SUN-1412215,17-02-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Online Order
3721,SUN-2695286,20-10-2023,Club Sandwich,Food,FOD-05,3,45000,135000,Cash,Take Away
3722,SUN-5447638,06-11-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,Online Order
3723,SUN-1110249,13-03-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Dine in
3724,SUN-5721012,25-09-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Online Order
3725,SUN-6029419,22-12-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Dine in
3726,SUN-8460482,08-03-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Online Order
3727,SUN-1409999,10-05-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
3728,SUN-8400306,17-01-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Take Away
3729,SUN-4325062,30-08-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Dine in
3730,SUN-1256924,30-04-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
3731,SUN-8538348,08-08-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Dine in
3732,SUN-3569705,21-12-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Take Away
3733,SUN-8667582,30-01-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Dine in
3734,SUN-8786339,13-01-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Online Order
3735,SUN-6440330,02-08-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Debit Card,Dine in
3736,SUN-3179058,05-02-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Take Away
3737,SUN-8672059,18-01-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Take Away
3738,SUN-4731274,12-01-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Take Away
3739,SUN-6675866,27-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Take Away
3740,SUN-5624384,12-06-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine in
3741,SUN-7777868,16-07-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Dine in
3742,SUN-2467435,08-06-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Dine in
3743,SUN-8159061,14-12-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Dine in
3744,SUN-2251329,09-12-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Dine in
3745,SUN-5873872,08-03-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Take Away
3746,SUN-5486284,08-12-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Cash,Take Away
3747,SUN-8739248,18-01-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Dine in
3748,SUN-5414814,08-06-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Take Away
3749,SUN-2009335,17-08-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Take Away
3750,SUN-4506904,30-06-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Dine in
3751,SUN-4164041,24-04-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Online Order
3752,SUN-9133919,11-07-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Take Away
3753,SUN-6858786,20-07-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Take Away
3754,SUN-5095519,11-01-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Cash,Dine in
3755,SUN-6396736,04-04-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Online Order
3756,SUN-1256824,11-02-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Dine in
3757,SUN-8379227,09-09-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Online Order
3758,SUN-6496268,16-06-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Take Away
3759,SUN-7917694,15-02-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Take Away
3760,SUN-9518367,13-10-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Take Away
3761,SUN-6100093,06-07-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Online Order
3762,SUN-3330190,20-08-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Dine in
3763,SUN-2497271,09-10-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Dine in
3764,SUN-4741326,16-04-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Dine in
3765,SUN-8854599,22-11-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Cash,Dine in
3766,SUN-2507107,09-02-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Take Away
3767,SUN-2540654,30-04-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Dine in
3768,SUN-7488874,18-02-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Take Away
3769,SUN-8772552,20-07-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Online Order
3770,SUN-7347612,17-02-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine in
3771,SUN-2725566,14-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Online Order
3772,SUN-4140153,11-10-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Online Order
3773,SUN-7279629,20-02-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
3774,SUN-6802714,23-10-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Take Away
3775,SUN-4484879,31-10-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Online Order
3776,SUN-6420106,17-02-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Online Order
3777,SUN-7167215,25-09-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Take Away
3778,SUN-1847716,11-02-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Dine in
3779,SUN-5525709,19-12-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Take Away
3780,SUN-5059817,26-09-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Dine in
3781,SUN-1643371,28-06-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Take Away
3782,SUN-2636307,20-01-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Take Away
3783,SUN-2162476,16-06-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Take Away
3784,SUN-8515419,27-06-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
3785,SUN-3244243,19-07-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Dine in
3786,SUN-1790046,07-12-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Dine in
3787,SUN-8364327,12-05-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
3788,SUN-1239173,25-01-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Online Order
3789,SUN-1183866,22-01-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
3790,SUN-5918601,13-06-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Dine in
3791,SUN-7678328,27-07-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Online Order
3792,SUN-7181434,04-07-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Dine in
3793,SUN-3368517,23-05-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Cash,Take Away
3794,SUN-8622607,05-12-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Dine in
3795,SUN-6986128,04-07-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Take Away
3796,SUN-6221046,27-10-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Take Away
3797,SUN-6229056,13-09-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Online Order
3798,SUN-2977011,21-02-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Dine in
3799,SUN-7976665,24-05-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Take Away
3800,SUN-2034287,10-02-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine in
3801,SUN-1850360,01-03-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Take Away
3802,SUN-9459112,05-05-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Take Away
3803,SUN-7426242,31-10-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Online Order
3804,SUN-4524326,17-06-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Take Away
3805,SUN-7903357,11-12-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Take Away
3806,SUN-4215963,21-05-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine in
3807,SUN-2325696,27-03-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Dine in
3808,SUN-2384939,11-09-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Take Away
3809,SUN-3898883,11-08-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
3810,SUN-3322308,27-06-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Take Away
3811,SUN-2449367,18-05-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Take Away
3812,SUN-2247271,14-03-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Digital Wallet,Online Order
3813,SUN-5245545,14-09-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Dine in
3814,SUN-9750706,13-02-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Online Order
3815,SUN-3827470,20-01-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Dine in
3816,SUN-4992251,16-01-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
3817,SUN-1676936,02-12-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Online Order
3818,SUN-2570458,13-09-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Dine in
3819,SUN-8323001,08-11-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Take Away
3820,SUN-3130934,29-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,Take Away
3821,SUN-4665645,20-02-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
3822,SUN-4882416,14-09-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Dine in
3823,SUN-5458201,22-08-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
3824,SUN-4668840,22-10-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Online Order
3825,SUN-2403201,01-05-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Dine in
3826,SUN-6552635,19-12-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Dine in
3827,SUN-9780457,18-03-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Online Order
3828,SUN-1621385,07-11-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine in
3829,SUN-4106715,06-11-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Take Away
3830,SUN-5300269,25-06-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
3831,SUN-7472504,02-10-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Dine in
3832,SUN-8031215,31-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Online Order
3833,SUN-2114884,30-07-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Online Order
3834,SUN-3043562,13-11-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Dine in
3835,SUN-3045503,15-08-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Dine in
3836,SUN-1010208,04-06-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine in
3837,SUN-8739725,14-11-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
3838,SUN-9812944,26-09-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Debit Card,Dine in
3839,SUN-3055448,05-05-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Dine in
3840,SUN-3673425,01-08-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Dine in
3841,SUN-9877138,29-06-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
3842,SUN-9126074,01-10-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
3843,SUN-8545884,25-03-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Take Away
3844,SUN-5958153,17-04-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Take Away
3845,SUN-5300580,15-06-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Dine in
3846,SUN-2578047,10-09-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Dine in
3847,SUN-2232089,04-03-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Take Away
3848,SUN-6829139,22-11-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Take Away
3849,SUN-8622212,07-05-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Dine in
3850,SUN-2090332,15-10-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Take Away
3851,SUN-6107507,23-08-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Take Away
3852,SUN-3549576,04-11-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Take Away
3853,SUN-2742314,11-04-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Take Away
3854,SUN-4221682,05-05-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Take Away
3855,SUN-9922560,27-08-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Take Away
3856,SUN-6931636,12-05-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Cash,Take Away
3857,SUN-2738125,18-10-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Take Away
3858,SUN-7870562,15-03-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Dine in
3859,SUN-3018508,18-08-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Online Order
3860,SUN-3883594,19-06-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Dine in
3861,SUN-9394011,21-06-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Dine in
3862,SUN-5812046,17-08-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Dine in
3863,SUN-9950900,23-05-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Cash,Dine in
3864,SUN-2662111,15-04-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Dine in
3865,SUN-7116352,27-01-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine in
3866,SUN-3617883,16-08-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Cash,Take Away
3867,SUN-1187212,07-10-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Online Order
3868,SUN-2116191,17-03-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
3869,SUN-5950875,15-12-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Dine in
3870,SUN-6335150,14-09-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Dine in
3871,SUN-7448208,30-03-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Cash,Take Away
3872,SUN-7240058,08-06-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Dine in
3873,SUN-3547817,12-09-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Dine in
3874,SUN-8901900,24-02-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Cash,Take Away
3875,SUN-4613697,09-08-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Take Away
3876,SUN-9059287,10-10-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Dine in
3877,SUN-4990419,24-10-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Dine in
3878,SUN-3909584,09-10-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Cash,Dine in
3879,SUN-8495372,07-09-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Online Order
3880,SUN-4120424,13-05-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Take Away
3881,SUN-3254236,13-03-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
3882,SUN-4603719,28-11-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Take Away
3883,SUN-6106008,19-02-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Online Order
3884,SUN-1832215,02-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Take Away
3885,SUN-1363121,03-05-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Dine in
3886,SUN-7961144,28-10-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
3887,SUN-2135404,09-03-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine in
3888,SUN-5719142,02-09-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Cash,Online Order
3889,SUN-1782288,08-08-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Take Away
3890,SUN-2035536,19-04-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Take Away
3891,SUN-7454634,02-02-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Cash,Dine in
3892,SUN-8383194,05-02-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Dine in
3893,SUN-2882589,04-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Online Order
3894,SUN-3640222,09-01-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Online Order
3895,SUN-1347597,14-10-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Online Order
3896,SUN-1879621,10-05-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Online Order
3897,SUN-2781420,16-01-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Take Away
3898,SUN-2560498,30-03-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Take Away
3899,SUN-9504768,20-11-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Take Away
3900,SUN-2760388,16-12-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine in
3901,SUN-2230181,27-10-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
3902,SUN-5593411,14-01-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Take Away
3903,SUN-8760669,16-01-2023,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Online Order
3904,SUN-5162011,29-03-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine in
3905,SUN-7461502,19-07-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
3906,SUN-1907227,21-02-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Dine in
3907,SUN-8515422,11-01-2023,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Take Away
3908,SUN-9003283,21-01-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine in
3909,SUN-7530546,24-06-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Online Order
3910,SUN-2319600,14-11-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Digital Wallet,Take Away
